,Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
7647,33.0,70,11.5,93.0,partly cloudy,1009.8,1,Autumn,2.0,coastal,Rainy
7649,33.0,24,6.5,4.0,clear,1026.87,11,Winter,6.5,mountain,Sunny
7651,28.0,59,5.5,18.0,clear,1010.26,6,Winter,6.0,coastal,Sunny
7652,41.0,41,2.0,5.0,clear,1027.78,8,Winter,7.5,coastal,Sunny
7653,25.0,45,2.5,3.0,clear,1014.21,9,Summer,6.0,inland,Sunny
7655,18.0,61,10.5,53.0,overcast,1011.92,1,Summer,3.5,mountain,Rainy
7656,58.0,101,34.0,102.0,overcast,1016.84,4,Autumn,4.0,coastal,Rainy
7659,42.0,39,9.0,2.0,partly cloudy,1025.44,8,Autumn,7.0,mountain,Sunny
7660,29.0,74,13.5,97.0,clear,1029.17,12,Winter,9.5,mountain,Sunny
7661,13.0,80,14.0,52.0,partly cloudy,1010.45,1,Summer,4.5,coastal,Rainy
7662,99.0,91,19.5,95.0,partly cloudy,1022.83,11,Autumn,8.5,mountain,Sunny
7668,19.0,94,18.0,60.0,overcast,1016.68,1,Summer,3.0,inland,Rainy
7670,76.0,104,2.5,90.0,clear,1011.37,5,Winter,11.0,coastal,Sunny
7672,22.0,90,12.5,53.0,overcast,1001.14,0,Winter,5.0,coastal,Rainy
7673,32.0,41,9.5,59.0,cloudy,942.84,11,Summer,15.5,mountain,Sunny
7674,25.0,50,2.5,16.0,partly cloudy,1024.54,10,Autumn,6.5,mountain,Sunny
7676,13.0,39,13.0,15.0,cloudy,811.03,8,Summer,4.5,inland,Sunny
7678,14.0,68,10.5,85.0,overcast,1005.13,2,Summer,4.5,mountain,Rainy
7681,23.0,71,15.5,81.0,partly cloudy,992.03,0,Winter,4.5,inland,Rainy
7682,75.0,80,2.5,95.0,clear,1021.55,9,Autumn,10.5,coastal,Sunny
7683,69.0,97,14.0,102.0,clear,1018.67,10,Spring,5.5,inland,Sunny
7684,16.0,71,16.5,89.0,clear,1016.59,6,Autumn,8.0,mountain,Sunny
7685,23.0,36,5.5,13.0,clear,1019.6,11,Summer,7.5,mountain,Sunny
7688,20.0,57,8.0,7.0,clear,1022.77,9,Winter,8.5,coastal,Sunny
7689,29.0,87,16.0,56.0,partly cloudy,1009.62,1,Autumn,1.5,inland,Rainy
7690,34.0,30,0.5,1.0,clear,1018.1,10,Autumn,8.5,mountain,Sunny
7693,18.0,94,15.5,77.0,overcast,992.26,2,Autumn,2.0,inland,Rainy
7694,29.0,65,8.5,51.0,overcast,1007.45,0,Summer,3.5,mountain,Rainy
7696,32.0,88,5.5,97.0,overcast,1005.66,1,Spring,2.0,mountain,Rainy
7697,35.0,27,8.0,11.0,clear,1010.02,11,Spring,8.0,inland,Sunny
7698,31.0,98,11.0,51.0,overcast,995.61,3,Autumn,2.0,mountain,Rainy
7699,20.0,54,2.5,9.0,partly cloudy,1016.32,5,Summer,9.0,coastal,Sunny
7700,44.0,53,3.5,10.0,clear,1012.05,11,Winter,8.5,inland,Sunny
7701,18.0,80,17.5,74.0,overcast,995.52,3,Autumn,4.0,coastal,Rainy
7704,29.0,86,16.5,76.0,overcast,1015.68,5,Summer,3.0,inland,Rainy
7705,34.0,50,2.5,8.0,partly cloudy,1026.8,10,Winter,8.0,coastal,Sunny
7707,-15.0,42,8.5,54.0,partly cloudy,1188.64,0,Winter,15.0,inland,Sunny
7708,27.0,96,7.5,94.0,overcast,1014.92,3,Summer,5.0,coastal,Rainy
7711,18.0,80,11.5,93.0,overcast,994.57,1,Autumn,3.5,mountain,Rainy
7712,39.0,37,1.5,19.0,clear,1023.87,8,Winter,7.0,inland,Sunny
7714,24.0,72,0.5,64.0,cloudy,902.39,1,Spring,3.0,coastal,Rainy
7715,26.0,40,9.0,8.0,clear,1016.2,9,Winter,8.5,coastal,Sunny
7718,43.0,29,1.5,1.0,partly cloudy,1012.53,6,Summer,9.0,mountain,Sunny
7720,36.0,96,13.5,109.0,overcast,1012.9,5,Winter,1.5,coastal,Rainy
7723,21.0,72,17.0,55.0,partly cloudy,1016.24,1,Autumn,2.0,coastal,Rainy
7726,13.0,41,7.5,87.0,partly cloudy,1026.52,5,Autumn,4.5,inland,Sunny
7727,29.0,46,9.0,17.0,clear,1025.99,7,Spring,5.0,coastal,Sunny
7728,36.0,67,4.5,7.0,clear,1027.18,8,Winter,7.5,inland,Sunny
7729,11.0,79,12.5,60.0,partly cloudy,992.93,0,Summer,2.0,inland,Rainy
7733,15.0,81,14.0,72.0,overcast,996.8,1,Autumn,2.5,inland,Rainy
7734,32.0,87,8.0,69.0,partly cloudy,1015.68,3,Summer,4.5,coastal,Rainy
7735,18.0,79,8.5,81.0,partly cloudy,999.02,2,Spring,2.0,coastal,Rainy
7736,40.0,24,7.0,11.0,clear,1016.92,11,Summer,5.0,inland,Sunny
7738,44.0,63,8.5,14.0,clear,1016.61,7,Winter,5.5,coastal,Sunny
7739,22.0,79,17.0,63.0,overcast,1006.15,0,Autumn,4.5,inland,Rainy
7741,33.0,87,16.5,85.0,overcast,1011.49,1,Summer,1.5,inland,Rainy
7744,26.0,94,15.0,62.0,overcast,990.51,0,Winter,3.0,inland,Rainy
7749,30.0,58,2.0,18.0,clear,1029.24,5,Spring,9.5,coastal,Sunny
7750,17.0,73,15.0,50.0,overcast,997.55,1,Spring,3.0,inland,Rainy
7751,44.0,99,14.0,100.0,overcast,1009.86,2,Autumn,3.5,inland,Rainy
7753,37.0,27,2.0,10.0,clear,1016.94,8,Summer,8.0,inland,Sunny
7755,20.0,44,9.0,3.0,partly cloudy,1010.29,9,Autumn,5.5,mountain,Sunny
7756,22.0,75,13.0,52.0,overcast,999.74,0,Winter,5.0,inland,Rainy
7759,42.0,20,6.5,17.0,partly cloudy,1015.09,9,Summer,10.0,coastal,Sunny
7760,23.0,93,8.0,98.0,partly cloudy,1017.48,1,Autumn,3.5,mountain,Rainy
7763,66.0,70,6.5,91.0,partly cloudy,1011.71,10,Summer,11.0,mountain,Sunny
7764,29.0,48,7.5,7.0,partly cloudy,1019.5,6,Winter,8.0,coastal,Sunny
7765,42.0,54,2.5,11.0,clear,1029.36,11,Autumn,6.5,inland,Sunny
7766,7.0,66,0.5,25.0,overcast,1008.73,14,Winter,16.5,coastal,Sunny
7768,29.0,29,4.5,19.0,clear,1022.18,8,Autumn,6.0,mountain,Sunny
7772,39.0,44,2.0,10.0,clear,1011.12,7,Summer,7.5,coastal,Sunny
7773,34.0,87,13.0,51.0,overcast,1018.24,0,Autumn,1.5,coastal,Rainy
7775,41.0,104,5.5,85.0,partly cloudy,1023.8,13,Summer,4.5,coastal,Sunny
7778,10.0,105,20.0,74.0,clear,1013.23,5,Winter,2.0,mountain,Sunny
7784,45.0,34,14.5,18.0,cloudy,916.65,1,Autumn,3.0,coastal,Rainy
7786,26.0,94,17.0,84.0,partly cloudy,1002.74,2,Autumn,2.0,inland,Rainy
7787,33.0,76,8.5,68.0,partly cloudy,995.77,3,Spring,5.0,mountain,Rainy
7789,36.0,48,2.0,12.0,partly cloudy,1027.45,10,Autumn,8.0,inland,Sunny
7791,17.0,67,15.0,55.0,partly cloudy,991.58,2,Autumn,1.5,mountain,Rainy
7792,32.0,46,0.0,4.0,clear,1029.43,10,Winter,8.0,mountain,Sunny
7793,-1.0,61,13.0,23.0,partly cloudy,1042.41,4,Summer,0.5,inland,Sunny
7795,26.0,99,16.5,63.0,overcast,1017.33,1,Spring,3.0,inland,Rainy
7799,21.0,74,14.0,79.0,partly cloudy,1007.03,1,Spring,2.5,inland,Rainy
7800,16.0,85,8.0,54.0,overcast,1005.34,2,Summer,4.5,inland,Rainy
7801,-20.0,58,9.5,76.0,cloudy,854.95,4,Summer,13.5,inland,Rainy
7805,34.0,94,8.5,97.0,overcast,1007.25,1,Spring,5.0,inland,Rainy
7806,26.0,105,35.0,85.0,overcast,1003.65,7,Summer,4.0,inland,Rainy
7809,-17.0,79,1.0,77.0,cloudy,983.81,8,Autumn,17.5,mountain,Rainy
7814,22.0,80,38.5,71.0,overcast,1010.68,2,Summer,1.0,mountain,Rainy
7816,34.0,46,8.0,15.0,clear,1015.87,10,Winter,5.5,coastal,Sunny
7817,27.0,84,9.5,92.0,overcast,998.67,2,Autumn,2.0,mountain,Rainy
7818,31.0,81,6.0,72.0,overcast,994.91,3,Autumn,4.0,mountain,Rainy
7819,17.0,69,9.5,82.0,partly cloudy,1000.82,1,Spring,5.0,mountain,Rainy
7821,23.0,44,1.0,14.0,clear,1016.6,11,Autumn,7.0,inland,Sunny
7824,41.0,60,1.0,16.0,clear,1014.72,6,Winter,5.0,coastal,Sunny
7825,26.0,56,9.5,7.0,partly cloudy,1024.17,10,Summer,8.5,coastal,Sunny
7826,10.0,73,6.5,88.0,partly cloudy,1006.95,0,Summer,3.0,mountain,Rainy
7829,24.0,82,14.0,97.0,overcast,1016.44,1,Winter,4.5,inland,Rainy
7830,22.0,78,14.0,66.0,overcast,1015.99,2,Winter,1.5,coastal,Rainy
7832,38.0,85,9.5,86.0,clear,1018.26,0,Spring,6.0,mountain,Sunny
7837,60.0,84,24.5,101.0,overcast,1008.54,3,Spring,4.0,mountain,Rainy
7839,31.0,36,3.5,14.0,clear,1024.93,6,Autumn,6.5,mountain,Sunny
7841,-12.0,60,8.0,56.0,overcast,1169.72,4,Spring,5.5,coastal,Rainy
7843,18.0,78,11.0,53.0,overcast,999.15,0,Winter,4.5,coastal,Rainy
7845,30.0,47,8.5,13.0,partly cloudy,1020.78,5,Spring,6.0,inland,Sunny
7848,41.0,20,10.0,9.0,clear,1027.84,5,Autumn,6.0,coastal,Sunny
7850,31.0,68,2.5,17.0,partly cloudy,1015.58,5,Spring,8.0,mountain,Sunny
7852,41.0,95,16.5,83.0,overcast,1008.91,10,Autumn,2.0,inland,Rainy
7853,52.0,92,19.0,90.0,partly cloudy,1028.88,13,Autumn,10.0,mountain,Sunny
7855,22.0,22,5.0,9.0,clear,1013.68,5,Spring,8.0,mountain,Sunny
7856,39.0,58,1.5,10.0,partly cloudy,1020.14,5,Winter,9.0,mountain,Sunny
7857,13.0,89,19.0,75.0,overcast,1016.18,2,Spring,2.5,coastal,Rainy
7859,38.0,44,6.0,2.0,clear,1010.46,8,Spring,5.5,inland,Sunny
7860,25.0,103,17.5,85.0,clear,1019.65,7,Autumn,6.0,inland,Sunny
7863,30.0,61,4.0,9.0,clear,1013.75,10,Summer,5.5,coastal,Sunny
7865,40.0,49,3.0,26.0,overcast,914.11,12,Winter,10.5,mountain,Rainy
7867,27.0,83,10.5,72.0,overcast,1004.11,1,Spring,4.0,mountain,Rainy
7870,34.0,29,9.0,5.0,clear,1029.86,11,Summer,8.5,coastal,Sunny
7871,14.0,78,12.5,90.0,overcast,997.56,2,Spring,4.0,inland,Rainy
7872,15.0,66,7.0,94.0,cloudy,871.72,5,Winter,19.5,mountain,Sunny
7873,20.0,71,16.5,60.0,overcast,1017.36,2,Summer,1.5,inland,Rainy
7874,13.0,87,25.5,77.0,partly cloudy,1000.91,4,Summer,1.0,coastal,Rainy
7875,24.0,58,9.0,3.0,clear,1016.22,6,Summer,8.0,inland,Sunny
7878,30.0,34,8.5,2.0,clear,1011.28,8,Winter,10.0,mountain,Sunny
7879,27.0,72,6.0,68.0,overcast,1012.15,1,Autumn,4.0,coastal,Rainy
7881,13.0,70,17.5,79.0,overcast,994.37,1,Summer,2.0,mountain,Rainy
7882,27.0,48,8.5,15.0,clear,1010.98,10,Summer,8.0,mountain,Sunny
7883,31.0,59,8.5,5.0,clear,1014.26,8,Autumn,9.5,coastal,Sunny
7885,31.0,62,8.0,8.0,clear,1029.76,9,Summer,7.5,coastal,Sunny
7887,28.0,59,9.0,7.0,clear,1025.05,11,Winter,7.5,coastal,Sunny
7888,38.0,20,2.5,9.0,clear,1010.57,7,Summer,5.5,coastal,Sunny
7890,48.0,32,10.0,40.0,cloudy,926.12,1,Spring,18.5,mountain,Rainy
7891,36.0,61,4.5,10.0,partly cloudy,1018.51,11,Winter,9.5,mountain,Sunny
7892,77.0,97,20.5,106.0,clear,1027.63,14,Summer,3.5,coastal,Sunny
7893,25.0,89,16.0,87.0,overcast,992.15,0,Winter,2.5,inland,Rainy
7894,24.0,54,0.5,4.0,clear,1015.46,5,Autumn,8.5,mountain,Sunny
7898,32.0,91,6.5,59.0,overcast,992.79,0,Spring,1.5,coastal,Rainy
7901,36.0,48,1.0,16.0,partly cloudy,1028.38,9,Spring,8.0,inland,Sunny
7902,44.0,30,9.5,19.0,clear,1020.11,5,Winter,10.0,inland,Sunny
7904,23.0,91,16.0,92.0,overcast,1006.15,0,Winter,1.0,inland,Rainy
7906,20.0,60,3.0,2.0,partly cloudy,1013.37,6,Autumn,8.0,mountain,Sunny
7908,23.0,88,9.0,51.0,partly cloudy,1019.69,1,Summer,3.0,inland,Rainy
7909,32.0,67,17.5,81.0,overcast,1004.8,3,Spring,1.0,mountain,Rainy
7912,40.0,35,8.0,3.0,clear,1019.72,11,Spring,6.5,inland,Sunny
7913,25.0,66,18.0,97.0,overcast,995.58,3,Summer,1.5,coastal,Rainy
7921,27.0,29,2.5,5.0,clear,1020.81,7,Summer,7.5,coastal,Sunny
7923,24.0,104,25.5,79.0,partly cloudy,1005.93,2,Autumn,3.0,coastal,Rainy
7925,25.0,37,0.0,5.0,clear,1014.6,5,Winter,8.5,inland,Sunny
7926,44.0,58,2.5,4.0,partly cloudy,1029.16,11,Summer,5.5,inland,Sunny
7928,74.0,93,5.0,87.0,partly cloudy,1014.05,13,Summer,1.5,inland,Sunny
7929,30.0,85,3.0,109.0,clear,1027.48,12,Spring,10.5,inland,Sunny
7931,40.0,40,9.5,15.0,clear,1014.49,10,Spring,7.5,mountain,Sunny
7932,22.0,33,3.0,16.0,clear,1029.91,6,Autumn,8.5,mountain,Sunny
7934,23.0,74,19.5,92.0,overcast,998.93,1,Winter,2.0,inland,Rainy
7935,13.0,96,16.5,80.0,overcast,1005.74,3,Winter,2.0,mountain,Rainy
7937,33.0,48,1.5,6.0,clear,1017.2,10,Autumn,6.0,inland,Sunny
7939,25.0,95,13.5,89.0,overcast,991.58,1,Spring,2.5,coastal,Rainy
7943,31.0,94,10.5,93.0,partly cloudy,1015.07,1,Winter,4.5,mountain,Rainy
7944,36.0,44,9.0,7.0,partly cloudy,1011.22,11,Winter,6.5,coastal,Sunny
7946,39.0,36,10.0,3.0,partly cloudy,1010.12,7,Spring,5.5,inland,Sunny
7948,35.0,36,8.5,8.0,clear,1025.5,11,Autumn,7.0,inland,Sunny
7950,17.0,98,9.5,88.0,overcast,1017.94,0,Autumn,4.0,mountain,Rainy
7951,39.0,36,8.5,87.0,cloudy,1076.76,2,Spring,10.5,inland,Rainy
7952,33.0,98,12.5,85.0,clear,1025.58,12,Summer,8.5,mountain,Sunny
7954,24.0,33,5.5,5.0,clear,1013.74,5,Autumn,6.0,mountain,Sunny
7955,44.0,76,18.5,105.0,overcast,1005.66,11,Winter,3.0,mountain,Rainy
7956,12.0,100,43.0,109.0,partly cloudy,1018.6,8,Summer,3.0,mountain,Rainy
7961,-13.0,51,12.5,36.0,cloudy,966.19,2,Autumn,19.0,coastal,Rainy
7962,10.0,70,17.5,74.0,partly cloudy,990.18,2,Summer,2.0,inland,Rainy
7966,13.0,79,6.0,61.0,partly cloudy,1000.66,2,Winter,2.5,coastal,Rainy
7967,20.0,93,5.0,89.0,overcast,996.52,2,Spring,2.5,coastal,Rainy
7969,41.0,24,5.5,10.0,partly cloudy,1010.64,10,Summer,10.0,coastal,Sunny
7974,21.0,85,7.0,72.0,partly cloudy,1002.94,1,Winter,3.0,coastal,Rainy
7975,28.0,45,5.5,3.0,clear,1016.57,5,Spring,9.0,mountain,Sunny
7976,32.0,88,14.5,96.0,overcast,1008.32,2,Autumn,4.5,mountain,Rainy
7977,76.0,93,15.0,106.0,clear,1020.17,0,Spring,5.5,inland,Sunny
7979,99.0,108,13.0,105.0,clear,1016.03,13,Spring,4.5,coastal,Sunny
7980,53.0,79,8.0,103.0,clear,1012.21,0,Winter,9.0,inland,Sunny
7985,31.0,67,5.5,68.0,partly cloudy,1016.65,3,Winter,4.0,mountain,Rainy
7988,9.0,75,12.5,99.0,partly cloudy,1142.34,0,Autumn,18.0,inland,Rainy
7989,27.0,91,13.5,75.0,overcast,998.73,1,Spring,2.5,coastal,Rainy
7991,6.0,25,13.5,38.0,overcast,1081.01,12,Autumn,16.0,coastal,Rainy
7992,33.0,52,9.0,2.0,clear,1028.66,6,Spring,9.0,coastal,Sunny
7995,26.0,47,1.0,0.0,clear,1020.91,11,Summer,9.0,mountain,Sunny
7998,24.0,45,1.5,22.0,cloudy,1035.56,6,Autumn,19.5,coastal,Rainy
7999,13.0,65,15.0,93.0,overcast,1014.75,3,Winter,3.0,inland,Rainy
8000,12.0,68,14.0,58.0,partly cloudy,1011.71,2,Summer,4.5,inland,Rainy
8001,34.0,36,6.0,6.0,partly cloudy,1017.48,7,Summer,9.5,inland,Sunny
8002,34.0,79,12.0,95.0,overcast,1000.16,2,Spring,3.5,inland,Rainy
8006,12.0,72,5.5,87.0,partly cloudy,1023.61,8,Autumn,14.0,mountain,Sunny
8012,29.0,49,4.5,17.0,clear,1027.96,8,Spring,9.0,inland,Sunny
8014,33.0,48,3.0,13.0,clear,1011.74,11,Summer,9.5,coastal,Sunny
8015,28.0,44,8.5,12.0,clear,1010.06,11,Autumn,6.5,inland,Sunny
8018,31.0,82,12.5,74.0,overcast,1003.19,2,Autumn,3.0,inland,Rainy
8019,42.0,45,7.0,17.0,clear,1011.0,8,Summer,5.5,coastal,Sunny
8021,44.0,89,11.0,77.0,clear,1023.68,4,Winter,7.0,coastal,Sunny
8022,17.0,76,11.5,86.0,partly cloudy,997.64,0,Winter,3.0,inland,Rainy
8023,30.0,71,18.0,50.0,overcast,1006.28,0,Summer,4.5,mountain,Rainy
8024,23.0,62,1.0,9.0,clear,1025.54,10,Autumn,7.5,mountain,Sunny
8026,48.0,36,4.5,29.0,partly cloudy,953.81,3,Spring,13.0,inland,Sunny
8027,30.0,65,3.5,0.0,clear,1022.13,10,Winter,8.5,coastal,Sunny
8028,20.0,40,0.5,18.0,clear,1028.73,9,Spring,7.0,mountain,Sunny
8029,22.0,68,18.0,64.0,partly cloudy,1011.22,2,Summer,5.0,mountain,Rainy
8030,32.0,77,13.5,103.0,clear,1020.82,5,Autumn,6.0,coastal,Sunny
8031,25.0,53,7.0,12.0,clear,1026.52,8,Autumn,6.0,coastal,Sunny
8032,-4.0,72,2.0,19.0,cloudy,988.15,9,Summer,18.0,coastal,Rainy
8033,26.0,65,4.5,12.0,clear,1011.24,8,Spring,9.0,inland,Sunny
8035,29.0,35,7.5,7.0,clear,1011.77,7,Spring,9.5,inland,Sunny
8038,22.0,32,6.5,12.0,clear,1022.61,8,Autumn,6.0,inland,Sunny
8039,42.0,65,7.5,9.0,clear,1028.98,6,Winter,6.0,mountain,Sunny
8040,37.0,35,4.5,15.0,partly cloudy,1023.79,7,Autumn,6.5,mountain,Sunny
8042,37.0,63,3.5,45.0,cloudy,965.15,10,Autumn,0.5,inland,Rainy
8044,28.0,44,5.0,16.0,clear,1020.06,7,Winter,6.0,mountain,Sunny
8045,27.0,76,3.5,49.0,partly cloudy,1053.93,5,Spring,11.5,inland,Rainy
8046,14.0,97,8.5,89.0,overcast,1016.67,3,Autumn,2.5,mountain,Rainy
8047,32.0,42,0.5,4.0,partly cloudy,1025.88,11,Autumn,9.5,inland,Sunny
8049,43.0,48,4.5,10.0,clear,1019.05,11,Autumn,5.5,inland,Sunny
8050,23.0,90,18.5,64.0,overcast,998.47,3,Spring,3.5,mountain,Rainy
8053,7.0,85,27.5,76.0,overcast,1017.7,3,Autumn,7.0,mountain,Rainy
8055,12.0,71,19.0,87.0,overcast,994.43,0,Summer,3.0,mountain,Rainy
8058,23.0,67,9.0,17.0,clear,1013.33,9,Summer,7.5,coastal,Sunny
8060,35.0,68,1.5,9.0,partly cloudy,1013.93,7,Spring,9.5,coastal,Sunny
8063,36.0,65,7.5,53.0,overcast,892.67,7,Autumn,18.5,mountain,Rainy
8065,27.0,65,13.0,83.0,partly cloudy,1002.82,0,Winter,5.0,coastal,Rainy
8066,26.0,91,18.0,57.0,overcast,1012.66,1,Summer,4.5,coastal,Rainy
8068,31.0,39,0.5,8.0,clear,1024.5,6,Summer,7.0,mountain,Sunny
8070,77.0,79,12.5,80.0,clear,1015.95,3,Spring,5.5,mountain,Sunny
8079,39.0,27,5.5,8.0,clear,1025.79,9,Winter,7.5,inland,Sunny
8080,43.0,39,8.5,19.0,clear,1024.21,7,Autumn,8.5,inland,Sunny
8082,35.0,96,30.0,80.0,overcast,1015.2,3,Winter,1.5,coastal,Rainy
8084,32.0,91,13.5,91.0,overcast,1018.42,3,Summer,2.0,coastal,Rainy
8086,11.0,75,16.5,96.0,overcast,1000.39,3,Autumn,4.5,mountain,Rainy
8087,17.0,79,30.5,83.0,overcast,995.98,13,Spring,1.5,mountain,Rainy
8088,25.0,67,18.0,50.0,overcast,995.08,1,Winter,5.0,inland,Rainy
8089,39.0,29,6.0,10.0,clear,1013.9,11,Summer,5.5,mountain,Sunny
8090,34.0,61,5.0,13.0,clear,1023.75,10,Winter,7.0,inland,Sunny
8091,-6.0,78,2.5,85.0,overcast,961.22,0,Spring,19.5,mountain,Sunny
8094,43.0,68,4.0,3.0,partly cloudy,1025.9,6,Summer,8.0,coastal,Sunny
8095,13.0,90,17.0,77.0,overcast,995.15,2,Summer,4.5,mountain,Rainy
8096,24.0,64,2.5,3.0,clear,1025.63,9,Spring,9.5,inland,Sunny
8097,42.0,57,0.0,0.0,clear,1023.56,8,Spring,5.5,inland,Sunny
8098,22.0,86,11.5,69.0,overcast,990.64,1,Summer,1.0,mountain,Rainy
8099,13.0,79,11.0,62.0,overcast,997.74,2,Autumn,5.0,mountain,Rainy
8102,31.0,45,4.5,18.0,partly cloudy,1024.38,6,Spring,6.5,coastal,Sunny
8104,32.0,82,13.5,71.0,partly cloudy,999.87,0,Summer,3.5,coastal,Rainy
8105,-15.0,59,14.0,12.0,cloudy,1030.61,12,Autumn,17.0,mountain,Sunny
8106,24.0,75,9.5,68.0,overcast,992.93,1,Spring,5.0,inland,Rainy
8107,17.0,61,13.0,79.0,overcast,1007.38,2,Winter,5.0,inland,Rainy
8109,5.0,39,3.5,15.0,overcast,1013.8,11,Autumn,4.0,mountain,Rainy
8110,31.0,76,10.0,55.0,overcast,1004.39,2,Autumn,5.0,coastal,Rainy
8111,31.0,31,1.0,2.0,clear,1027.94,9,Spring,9.0,mountain,Sunny
8112,15.0,61,10.0,99.0,cloudy,883.56,11,Spring,9.5,inland,Sunny
8113,23.0,75,19.5,91.0,overcast,1011.15,1,Autumn,2.5,mountain,Rainy
8114,38.0,88,1.5,100.0,clear,1028.91,9,Winter,7.5,mountain,Sunny
8115,10.0,77,8.0,75.0,overcast,1005.19,5,Autumn,2.0,coastal,Rainy
8116,28.0,44,0.5,19.0,partly cloudy,1019.36,5,Winter,8.5,mountain,Sunny
8117,31.0,62,6.5,66.0,overcast,1003.32,1,Summer,3.5,mountain,Rainy
8118,24.0,31,2.0,13.0,clear,1019.3,7,Winter,7.0,inland,Sunny
8119,32.0,99,12.5,87.0,partly cloudy,1016.85,0,Summer,2.0,mountain,Rainy
8126,43.0,61,6.5,19.0,clear,1025.04,7,Summer,7.5,mountain,Sunny
8127,14.0,86,9.0,59.0,overcast,1019.31,1,Winter,1.5,mountain,Rainy
8128,31.0,66,9.0,9.0,clear,1016.11,9,Spring,6.5,coastal,Sunny
8130,43.0,66,6.5,16.0,partly cloudy,1013.71,8,Summer,6.0,mountain,Sunny
8131,-15.0,40,12.0,41.0,partly cloudy,805.58,10,Summer,7.5,coastal,Rainy
8132,44.0,24,4.0,6.0,clear,1010.87,8,Autumn,8.0,coastal,Sunny
8134,41.0,55,8.5,18.0,clear,1021.61,7,Summer,5.0,coastal,Sunny
8135,21.0,101,12.5,108.0,clear,1026.64,6,Summer,11.5,inland,Sunny
8138,11.0,70,7.5,72.0,overcast,1019.74,0,Winter,3.0,mountain,Rainy
8140,29.0,73,14.5,60.0,overcast,1011.14,1,Summer,1.5,inland,Rainy
8143,32.0,39,2.0,9.0,clear,1028.62,6,Winter,10.0,inland,Sunny
8145,22.0,43,7.0,5.0,partly cloudy,1026.27,5,Spring,8.5,inland,Sunny
8149,31.0,73,12.0,80.0,overcast,1010.07,0,Spring,2.5,coastal,Rainy
8150,20.0,90,24.5,73.0,partly cloudy,996.85,14,Winter,1.5,inland,Rainy
8154,37.0,45,9.5,13.0,clear,1025.5,10,Winter,5.5,coastal,Sunny
8155,26.0,46,3.0,5.0,clear,1027.59,7,Autumn,7.5,coastal,Sunny
8158,28.0,51,9.0,3.0,clear,1012.02,5,Summer,5.5,coastal,Sunny
8159,18.0,70,6.0,67.0,overcast,990.87,3,Spring,3.5,inland,Rainy
8160,33.0,64,12.0,75.0,partly cloudy,1019.16,1,Summer,3.5,mountain,Rainy
8162,13.0,68,6.5,69.0,overcast,1013.28,2,Winter,2.0,inland,Rainy
8166,42.0,66,0.5,15.0,clear,1014.67,5,Summer,5.5,mountain,Sunny
8167,-16.0,32,1.5,27.0,partly cloudy,1142.83,3,Summer,11.5,mountain,Rainy
8170,30.0,38,0.5,14.0,partly cloudy,1020.62,11,Summer,8.5,inland,Sunny
8171,29.0,86,6.5,54.0,overcast,1003.15,3,Autumn,2.5,mountain,Rainy
8172,35.0,51,1.0,16.0,partly cloudy,1027.26,10,Winter,9.5,coastal,Sunny
8173,12.0,68,14.0,93.0,overcast,1015.66,1,Autumn,5.0,coastal,Rainy
8176,-15.0,34,2.5,59.0,partly cloudy,1003.91,3,Autumn,17.5,inland,Sunny
8178,51.0,75,10.0,100.0,partly cloudy,1018.26,10,Autumn,4.0,inland,Sunny
8183,17.0,80,16.0,76.0,overcast,1018.92,2,Summer,2.0,coastal,Rainy
8184,31.0,92,19.0,71.0,partly cloudy,1018.69,1,Autumn,4.5,inland,Rainy
8186,25.0,32,5.5,17.0,partly cloudy,1027.27,7,Autumn,6.0,inland,Sunny
8188,12.0,84,19.0,77.0,overcast,995.09,2,Summer,3.5,mountain,Rainy
8191,54.0,83,20.5,81.0,clear,1014.34,0,Autumn,6.0,mountain,Sunny
8192,37.0,28,7.5,8.0,partly cloudy,1010.92,7,Spring,7.0,inland,Sunny
8193,43.0,67,4.0,0.0,partly cloudy,1020.83,9,Winter,6.0,coastal,Sunny
8195,35.0,33,8.0,5.0,clear,1024.71,9,Winter,8.5,coastal,Sunny
8199,39.0,36,8.5,12.0,partly cloudy,1028.88,8,Summer,6.5,mountain,Sunny
8200,15.0,70,14.0,86.0,overcast,991.27,1,Winter,2.0,inland,Rainy
8203,41.0,69,7.5,18.0,clear,1029.85,11,Winter,8.5,inland,Sunny
8206,36.0,36,9.0,19.0,clear,1010.87,7,Autumn,7.5,coastal,Sunny
8208,30.0,71,7.0,58.0,overcast,1013.83,3,Autumn,2.5,inland,Rainy
8209,14.0,81,13.0,76.0,overcast,1018.78,3,Spring,3.5,inland,Rainy
8214,100.0,87,12.5,108.0,clear,1016.04,14,Summer,10.5,mountain,Sunny
8215,11.0,31,7.5,61.0,overcast,1163.83,7,Summer,10.0,coastal,Sunny
8216,21.0,67,15.5,62.0,partly cloudy,997.51,0,Winter,4.0,coastal,Rainy
8217,10.0,62,8.5,66.0,partly cloudy,1006.25,1,Spring,3.0,coastal,Rainy
8219,37.0,34,6.5,13.0,partly cloudy,1017.54,5,Spring,5.5,inland,Sunny
8220,24.0,62,6.5,60.0,partly cloudy,996.6,2,Winter,1.5,mountain,Rainy
